,submission_id,topic_champion
60344,rf5vmx,aatrox
60344,rf5vmx,ahri
60345,rf5sgo,aatrox
60345,rf5sgo,ahri
60346,rf58hx,aatrox
60346,rf58hx,ahri
60347,rf4x63,aatrox
60347,rf4x63,ahri
60348,rf4ug4,seraphine
60349,rf4j5k,ekko
60349,rf4j5k,fizz
60350,rf45em,aatrox
60350,rf45em,ahri
60351,rf3yxz,aatrox
60351,rf3yxz,ahri
60352,rf3uxu,diana
60353,rf3o9s,aatrox
60353,rf3o9s,ahri
60354,rf3k7u,aatrox
60354,rf3k7u,ahri
60355,rf3jck,aatrox
60355,rf3jck,ahri
60356,rf3itc,aatrox
60356,rf3itc,ahri
60357,rf32l1,aatrox
60357,rf32l1,ahri
60358,rf2ttx,aatrox
60358,rf2ttx,ahri
60359,rf2s96,aatrox
60359,rf2s96,ahri
60360,rf2r8o,annie
60360,rf2r8o,aurelion sol
60361,rf2niv,lee sin
60362,rf2di6,kha'zix
60363,rf28ds,lulu
60364,rf27uc,rumble
60365,rf24vy,aatrox
60365,rf24vy,ahri
60366,rf24f2,yorick
60367,rf22ki,poppy
60368,rf1xeg,aatrox
60368,rf1xeg,ahri
60369,rf1wzd,aatrox
60369,rf1wzd,ahri
60370,rf1qgd,garen
60371,rf1he8,aatrox
60371,rf1he8,ahri
60372,rf1b5t,karthus
60372,rf1b5t,kha'zix
60373,rf12r2,aatrox
60373,rf12r2,ahri
60374,rf1029,qiyana
60375,rf0w30,aatrox
60375,rf0w30,ahri
60376,rf0lpr,vi
60376,rf0lpr,yasuo
60377,rf0geh,aatrox
60377,rf0geh,ahri
60378,rf0ayx,kled
60379,rf0apf,aatrox
60379,rf0apf,ahri
60380,rf09ny,aphelios
60380,rf09ny,zed
60381,rf076d,aatrox
60381,rf076d,ahri
60382,rf06b9,blitzcrank
60383,rf057i,aatrox
60383,rf057i,ahri
60384,rf04ba,aatrox
60384,rf04ba,ahri
60385,rezvo5,aatrox
60385,rezvo5,ahri
60386,rezurx,aatrox
60386,rezurx,ahri
60387,rezse8,darius
60388,rezr8b,jax
60389,rezptv,riven
60389,rezptv,taliyah
60390,reznpz,sett
60391,rez8cp,aatrox
60391,rez8cp,ahri
60392,rez7j4,vi
60393,rez4l2,aatrox
60393,rez4l2,ahri
60394,reyze4,ezreal
60394,reyze4,karma
60395,reystk,aatrox
60395,reystk,ahri
60396,reyrh5,katarina
60396,reyrh5,mordekaiser
60397,reyqra,aatrox
60397,reyqra,ahri
60398,reynp4,aatrox
60398,reynp4,ahri
60399,reynmk,aatrox
60399,reynmk,ahri
60400,reygnu,aatrox
60400,reygnu,ahri
60401,reyf9i,aatrox
60401,reyf9i,ahri
60402,reyb7d,aatrox
60402,reyb7d,ahri
60403,rey0ch,aatrox
60403,rey0ch,ahri
60404,rexvq3,aatrox
60404,rexvq3,ahri
60405,rexpyt,fiora
60405,rexpyt,jhin
60406,rexjk3,master yi
60407,rex570,aatrox
60407,rex570,ahri
60408,rewxx0,aatrox
60408,rewxx0,ahri
60409,rewudi,jayce
60409,rewudi,jinx
60410,rewotw,aatrox
60410,rewotw,ahri
60411,rewkme,twitch
60412,rewk33,poppy
60413,rewirb,talon
60414,rewglp,aatrox
60414,rewglp,ahri
60415,rewd76,jinx
60415,rewd76,nami
60416,rewbx7,aatrox
60416,rewbx7,ahri
60417,rewbwm,seraphine
60418,rewa17,aatrox
60418,rewa17,ahri
60419,rew97w,nasus
60420,rew192,aatrox
60420,rew192,ahri
60421,revu42,jinx
60422,revqkl,yasuo
60423,revoeq,aatrox
60423,revoeq,ahri
60424,revl90,aatrox
60424,revl90,ahri
60425,revdo5,master yi
60425,revdo5,miss fortune
60426,rev7ho,nasus
60427,rev4i5,varus
60428,rev25e,aatrox
60428,rev25e,ahri
60429,reuzmy,jayce
60429,reuzmy,twisted fate
60430,reuya8,diana
60430,reuya8,vi
60431,reuxpb,aatrox
60431,reuxpb,ahri
60432,reux9a,aatrox
60432,reux9a,ahri
60433,reuuub,fiora
60434,reuu7z,aatrox
60434,reuu7z,ahri
60435,reuqf6,kai'sa
60436,reuobn,aatrox
60436,reuobn,ahri
60437,reulks,aatrox
60437,reulks,ahri
60438,reujtn,mordekaiser
60439,reufjv,aatrox
60439,reufjv,ahri
60440,reuesf,aatrox
60440,reuesf,ahri
60441,reucji,aatrox
60441,reucji,ahri
60442,rettjr,aatrox
60442,rettjr,ahri
60443,retsxx,aatrox
60443,retsxx,ahri
60444,retlmp,aatrox
60444,retlmp,ahri
60445,retjvx,aatrox
60445,retjvx,ahri
60446,retjcw,aatrox
60446,retjcw,ahri
60447,retfsd,aatrox
60447,retfsd,ahri
60448,rete4q,aatrox
60448,rete4q,ahri
60449,retdqb,aatrox
60449,retdqb,ahri
60450,retayh,aatrox
60450,retayh,ahri
60451,ret7f1,senna
60452,ret6kn,jhin
60453,ret5wk,aatrox
60453,ret5wk,ahri
60454,ret54d,jhin
60455,ret3vi,aatrox
60455,ret3vi,ahri
60456,ret3ui,darius
60457,resu3u,viktor
60458,restwf,brand
60459,resrkx,vayne
60460,resqaa,aatrox
60460,resqaa,ahri
60461,resncz,aatrox
60461,resncz,ahri
60462,reskqc,vayne
60463,res924,malzahar
60463,res924,mordekaiser
60464,res6ae,aatrox
60464,res6ae,ahri
60465,res303,teemo
60466,res2xz,lux
60467,rerz89,master yi
60467,rerz89,tahm kench
60468,rerqsw,kog'maw
60469,rerpc6,aatrox
60469,rerpc6,ahri
60470,rerkow,aatrox
60470,rerkow,ahri
60471,rerdzj,aatrox
60471,rerdzj,ahri
60472,rerb1w,qiyana
60472,rerb1w,vayne
60473,rer3pb,zed
60474,rer0la,mordekaiser
60475,reqzri,aatrox
60475,reqzri,ahri
60476,reqo2l,camille
60477,reqmdo,aatrox
60477,reqmdo,ahri
60478,reqlrv,poppy
60479,reqket,miss fortune
60480,reqj58,aatrox
60480,reqj58,ahri
60481,reqj3i,aatrox
60481,reqj3i,ahri
60482,repyvh,aatrox
60482,repyvh,ahri
60483,repym1,janna
60483,repym1,lux
60484,repxqy,garen
60485,repwdp,aatrox
60485,repwdp,ahri
60486,repsnf,aatrox
60486,repsnf,ahri
60487,reprtd,aatrox
60487,reprtd,ahri
60488,replhb,yuumi
60489,repigm,fiddlesticks
60490,repib4,garen
60491,rephkd,aatrox
60491,rephkd,ahri
60492,repfhi,aatrox
60492,repfhi,ahri
60493,repepy,ivern
60494,repa5w,darius
60494,repa5w,nocturne
60495,rep792,aatrox
60495,rep792,ahri
60496,rep6lt,aatrox
60496,rep6lt,ahri
60497,rep5td,aatrox
60497,rep5td,ahri
60498,rep4qr,aatrox
60498,rep4qr,ahri
60499,rep0nb,irelia
60500,reozk8,aatrox
60500,reozk8,ahri
60501,reoxin,aatrox
60501,reoxin,ahri
60502,reowsi,aatrox
60502,reowsi,ahri
60503,reow0q,brand
60503,reow0q,graves
60504,reov4p,akshan
60505,reou9r,aatrox
60505,reou9r,ahri
60506,reotkl,sona
60507,reoria,janna
60508,reoo16,aatrox
60508,reoo16,ahri
60509,reonz5,aatrox
60509,reonz5,ahri
60510,reog74,aatrox
60510,reog74,ahri
60511,reofei,nunu and willump
60512,reoex7,aatrox
60512,reoex7,ahri
60513,reobs1,aatrox
60513,reobs1,ahri
60514,reoa98,karma
60515,reo7b0,alistar
60515,reo7b0,tahm kench
60516,reo775,master yi
60517,reo6pw,aatrox
60517,reo6pw,ahri
60518,reo68z,aatrox
60518,reo68z,ahri
60519,reo67r,aatrox
60519,reo67r,ahri
60520,reo1rg,aatrox
60520,reo1rg,ahri
60521,renz6l,darius
60522,renud3,aatrox
60522,renud3,ahri
60523,rent4t,garen
60523,rent4t,vayne
60524,renskf,aatrox
60524,renskf,ahri
60525,renre5,master yi
60526,renpl3,aatrox
60526,renpl3,cho'gath
60527,renoad,pantheon
60528,renjdj,aatrox
60528,renjdj,ahri
60529,renhet,twisted fate
60530,rendhl,riven
60531,rend7d,shaco
60532,renb2y,aphelios
60532,renb2y,azir
60533,ren9dx,aatrox
60533,ren9dx,kayn
60534,ren8fn,aatrox
60534,ren8fn,ahri
60535,ren6wd,bard
60536,ren5mw,aatrox
60536,ren5mw,ahri
60537,remzxu,aatrox
60537,remzxu,ahri
60538,remtzn,nocturne
60538,remtzn,qiyana
60539,remlxf,aatrox
60539,remlxf,ahri
60540,remg0n,aatrox
60540,remg0n,ahri
60541,rem9vt,aatrox
60541,rem9vt,ahri
60542,rem9o4,akshan
60543,rem61w,blitzcrank
60544,rem5ox,cho'gath
60544,rem5ox,sion
60545,relnjy,aatrox
60545,relnjy,ahri
60546,relmxz,corki
60546,relmxz,lee sin
60547,reljuw,zac
60548,relj44,ekko
60549,relh7l,kha'zix
60550,reldpj,neeko
60550,reldpj,taliyah
60551,rel842,aatrox
60551,rel842,ahri
60552,rel2ka,aatrox
60552,rel2ka,ahri
60553,rel1ic,aatrox
60553,rel1ic,ahri
60554,rekxzz,aatrox
60554,rekxzz,ahri
60555,rekvam,blitzcrank
60555,rekvam,brand
60556,reksnu,lux
60556,reksnu,singed
60557,rekrhp,aatrox
60557,rekrhp,ahri
60558,reklh7,aatrox
60558,reklh7,ahri
60559,rekl1p,aatrox
60559,rekl1p,ahri
60560,rekkfv,aatrox
60560,rekkfv,ahri
60561,rekgcy,malphite
60562,rekagu,aatrox
60562,rekagu,ahri
60563,rek9ho,aatrox
60563,rek9ho,ahri
60564,rek3mt,aatrox
60564,rek3mt,ahri
60565,rek2ds,ekko
60566,rek0bz,aatrox
60566,rek0bz,ahri
60567,rejyqq,jayce
60568,rejr4q,karthus
60569,rejogx,ashe
60569,rejogx,irelia
60570,rejnie,aatrox
60570,rejnie,ahri
60571,rejldf,aatrox
60571,rejldf,ahri
60572,rejhua,kayle
60572,rejhua,master yi
60573,rejfl7,aatrox
60573,rejfl7,ahri
60574,rejb2r,aatrox
60574,rejb2r,ahri
60575,rej4fm,aatrox
60575,rej4fm,ahri
60576,rej42a,aatrox
60576,rej42a,ahri
60577,rej1nc,aatrox
60577,rej1nc,ahri
60578,rej15f,aatrox
60578,rej15f,ahri
60579,reiyf0,miss fortune
60580,rein1s,caitlyn
60580,rein1s,lissandra
60581,reikmy,aatrox
60581,reikmy,ahri
60582,reigit,aatrox
60582,reigit,ahri
60583,reicrh,braum
60584,reic2l,aatrox
60584,reic2l,ahri
60585,reiad1,aatrox
60585,reiad1,ahri
60586,rei7kf,aatrox
60586,rei7kf,ahri
60587,rei6pg,darius
60587,rei6pg,viego
60588,rehr1y,aatrox
60588,rehr1y,ahri
60589,reho0t,garen
60589,reho0t,senna
60590,rehk9p,aatrox
60590,rehk9p,ahri
60591,rehfj4,aatrox
60591,rehfj4,ahri
60592,rehdw0,sion
60593,reh8iy,zed
60594,reh5j3,aatrox
60594,reh5j3,ahri
60595,reh40d,aatrox
60595,reh40d,ahri
60596,reh36p,aatrox
60596,reh36p,ahri
60597,regne4,aatrox
60597,regne4,ahri
60598,regkhi,mordekaiser
60599,regbah,fiddlesticks
60599,regbah,rengar
60600,refp0x,leblanc
60600,refp0x,miss fortune
60601,refnq9,aatrox
60601,refnq9,ahri
60602,refg0k,aatrox
60602,refg0k,ahri
60603,refdbi,aatrox
60603,refdbi,ahri
60604,ref9y4,aatrox
60604,ref9y4,ahri
60605,reezvx,tahm kench
60606,reeyzt,aatrox
60606,reeyzt,ahri
60607,reeuet,talon
60608,reemle,twitch
60609,reembk,ornn
60610,reeg4t,dr. mundo
60610,reeg4t,tahm kench
60611,reefoj,yone
60612,reeblq,gwen
60613,ree456,camille
60614,ree3on,aatrox
60614,ree3on,ahri
60615,ree29l,kayn
60616,redxsb,aatrox
60616,redxsb,ahri
60617,redwhr,rammus
60617,redwhr,yasuo
60618,reduzx,sona
60619,redt4u,aatrox
60619,redt4u,ahri
60620,redjg6,aatrox
60620,redjg6,ahri
60621,redesq,vayne
60622,redddi,gwen
60623,red9bv,yone
60624,red6mj,aatrox
60624,red6mj,ahri
60625,red0fy,yone
60626,recvl6,aatrox
60626,recvl6,ahri
60627,recrno,aatrox
60627,recrno,ahri
60628,recn5w,ashe
60629,reck2l,caitlyn
60630,recjnr,kayn
60630,recjnr,pyke
60631,recfpb,aatrox
60631,recfpb,ahri
60632,recd7u,neeko
60633,reca6s,aatrox
60633,reca6s,ahri
60634,rec78t,aurelion sol
60634,rec78t,garen
60635,rec3pe,aatrox
60635,rec3pe,ahri
60636,rec2qz,urgot
60637,rebmxa,fiora
60638,rebmkm,aatrox
60638,rebmkm,ahri
60639,rebhd4,miss fortune
60640,reb9e1,kayn
60640,reb9e1,lux
60641,reb7oq,aatrox
60641,reb7oq,ahri
60642,reb1c6,zed
60643,reb0a4,aatrox
60643,reb0a4,ahri
60644,reaxy7,aatrox
60644,reaxy7,ahri
60645,reavwj,garen
60645,reavwj,jax
60646,rearu9,aatrox
60646,rearu9,ahri
60647,reaqj7,anivia
60648,reao6p,evelynn
60649,reanpj,aatrox
60649,reanpj,ahri
60650,reacj9,aatrox
60650,reacj9,ahri
60651,rea638,aatrox
60651,rea638,ahri
60652,rea41u,ahri
60652,rea41u,leblanc
60653,re9z5k,janna
60654,re9uo2,cho'gath
60654,re9uo2,ziggs
60655,re9qgx,aatrox
60655,re9qgx,ahri
60656,re9kuh,miss fortune
60657,re9jxq,garen
60658,re9i8l,aatrox
60658,re9i8l,ahri
60659,re9i35,katarina
60659,re9i35,yasuo
60660,re9fnk,miss fortune
60661,re9el7,aatrox
60661,re9el7,ahri
60662,re9bx0,aatrox
60662,re9bx0,ahri
60663,re9bji,sion
60664,re98di,aatrox
60664,re98di,ahri
60665,re973i,aatrox
60665,re973i,ahri
60666,re9337,kayn
60667,re932v,aatrox
60667,re932v,ahri
60668,re923s,malzahar
60668,re923s,miss fortune
60669,re90kb,aatrox
60669,re90kb,ahri
60670,re90g1,aatrox
60670,re90g1,ahri
60671,re8x6s,pyke
60672,re8wy7,aatrox
60672,re8wy7,ahri
60673,re8uzf,aurelion sol
60674,re8r0l,aatrox
60674,re8r0l,ahri
60675,re8qn4,aatrox
60675,re8qn4,ahri
60676,re8lgd,aatrox
60676,re8lgd,ahri
60677,re8l79,aatrox
60677,re8l79,ahri
60678,re8gni,fiddlesticks
60679,re8bdy,aatrox
60679,re8bdy,ahri
60680,re88r3,cassiopeia
60681,re863a,jinx
60682,re857b,jinx
60683,re84dk,aatrox
60683,re84dk,ahri
60684,re8415,aatrox
60684,re8415,ahri
60685,re809c,aatrox
60685,re809c,ahri
60686,re7wc5,aatrox
60686,re7wc5,ahri
60687,re7upo,janna
60688,re7ty3,karthus
60689,re7pkk,aatrox
60689,re7pkk,ahri
60690,re7nr8,aatrox
60690,re7nr8,ahri
60691,re7hup,sett
60692,re7g9q,aatrox
60692,re7g9q,ahri
60693,re7ffe,aatrox
60693,re7ffe,ahri
60694,re7e0c,aatrox
60694,re7e0c,ahri
60695,re7a27,kha'zix
60696,re79r1,aatrox
60696,re79r1,ahri
60697,re77o7,aatrox
60697,re77o7,ahri
60698,re73sb,aatrox
60698,re73sb,ahri
60699,re6w5c,aatrox
60699,re6w5c,ahri
60700,re6w0n,aatrox
60700,re6w0n,ahri
60701,re6sm9,aatrox
60701,re6sm9,ahri
60702,re6rc6,aatrox
60702,re6rc6,ahri
60703,re6pp3,aatrox
60703,re6pp3,ahri
60704,re6f2b,aatrox
60704,re6f2b,ahri
60705,re6d58,aatrox
60705,re6d58,ahri
60706,re6cb1,aatrox
60706,re6cb1,ahri
60707,re68ye,sett
60708,re619h,aatrox
60708,re619h,ahri
60709,re5znx,aatrox
60709,re5znx,ahri
60710,re5vs0,aatrox
60710,re5vs0,ahri
60711,re5oi9,aatrox
60711,re5oi9,ahri
60712,re5hzt,aatrox
60712,re5hzt,ahri
60713,re5hjh,aatrox
60713,re5hjh,ahri
60714,re5h7h,samira
60715,re5en1,jinx
60716,re5bik,aatrox
60716,re5bik,ahri
60717,re59uc,leona
60718,re562q,miss fortune
60718,re562q,tristana
60719,re54te,aatrox
60719,re54te,ahri
60720,re542z,aatrox
60720,re542z,ahri
60721,re53ch,aatrox
60721,re53ch,ahri
60722,re5395,warwick
60722,re5395,yuumi
60723,re52s4,aatrox
60723,re52s4,ahri
60724,re4y12,aatrox
60724,re4y12,ahri
60725,re4w4l,aatrox
60725,re4w4l,ahri
60726,re4v0i,aatrox
60726,re4v0i,ahri
60727,re4ts7,kayle
60727,re4ts7,kha'zix
60728,re4ntc,aatrox
60728,re4ntc,ahri
60729,re4lxy,graves
60730,re4lpr,miss fortune
60731,re4e54,aatrox
60731,re4e54,ahri
60732,re4dh2,aatrox
60732,re4dh2,ahri
60733,re4a0t,aatrox
60733,re4a0t,ahri
60734,re49el,leona
60735,re490w,kassadin
60735,re490w,miss fortune
60736,re47eg,aatrox
60736,re47eg,ahri
60737,re44e0,aatrox
60737,re44e0,ahri
60738,re42y8,aatrox
60738,re42y8,ahri
60739,re3te3,aatrox
60739,re3te3,ahri
60740,re3nma,aatrox
60740,re3nma,ahri
60741,re3klq,lux
60742,re3gmi,aatrox
60742,re3gmi,ahri
60743,re3gcm,aatrox
60743,re3gcm,ahri
60744,re3de9,aatrox
60744,re3de9,ahri
60745,re3d4l,aatrox
60745,re3d4l,ahri
60746,re37io,twisted fate
60747,re35v7,aatrox
60747,re35v7,ahri
60748,re303a,aphelios
60749,re2x9g,aatrox
60749,re2x9g,ahri
60750,re2x54,aatrox
60750,re2x54,ahri
60751,re2wxp,yone
60752,re2vhn,vayne
60753,re2pa6,nunu and willump
60754,re2nv4,aatrox
60754,re2nv4,ahri
60755,re2mzf,aatrox
60755,re2mzf,ahri
60756,re2lau,aatrox
60756,re2lau,ahri
60757,re2km5,annie
60757,re2km5,caitlyn
60758,re2dx3,fiddlesticks
60758,re2dx3,udyr
60759,re2a97,aatrox
60759,re2a97,ahri
60760,re29p0,caitlyn
60761,re26yu,aatrox
60761,re26yu,ahri
60762,re22y0,aatrox
60762,re22y0,ahri
60763,re1ykt,aatrox
60763,re1ykt,ahri
60764,re1wy8,aatrox
60764,re1wy8,ahri
60765,re1w2z,aatrox
60765,re1w2z,ahri
60766,re1o55,aatrox
60766,re1o55,ahri
60767,re1fr9,aatrox
60767,re1fr9,ahri
60768,re1dt3,aatrox
60768,re1dt3,ahri
60769,re1d1g,aatrox
60769,re1d1g,ahri
60770,re1bgv,malzahar
60771,re1b4a,zoe
60772,re1709,neeko
60773,re14e3,cho'gath
60774,re12d0,aatrox
60774,re12d0,ahri
60775,re0zis,cho'gath
60776,re0jc3,aatrox
60776,re0jc3,ahri
60777,re0f6u,yasuo
60778,re0e56,aatrox
60778,re0e56,ahri
60779,re0bww,aatrox
60779,re0bww,ahri
60780,re05qp,kog'maw
60781,re0456,skarner
60782,re0351,aatrox
60782,re0351,ahri
60783,rdzuz3,aatrox
60783,rdzuz3,ahri
60784,rdzowk,aatrox
60784,rdzowk,ahri
60785,rdzoh8,aatrox
60785,rdzoh8,ahri
60786,rdzo7v,aatrox
60786,rdzo7v,ahri
60787,rdznt2,aatrox
60787,rdznt2,ahri
60788,rdzlhp,aatrox
60788,rdzlhp,ahri
60789,rdzk73,aatrox
60789,rdzk73,ahri
60790,rdzjh3,fiora
60790,rdzjh3,teemo
60791,rdzj44,aatrox
60791,rdzj44,ahri
60792,rdzhbm,gwen
60793,rdzghw,aatrox
60793,rdzghw,ahri
60794,rdzecz,draven
60795,rdzdxv,jinx
60796,rdzdcx,aatrox
60796,rdzdcx,ahri
60797,rdzbhm,twitch
60798,rdz9et,garen
60799,rdyzbn,aatrox
60799,rdyzbn,ahri
60800,rdyy23,aatrox
60800,rdyy23,ahri
60801,rdyxev,aatrox
60801,rdyxev,ahri
60802,rdyvu2,aatrox
60802,rdyvu2,ahri
60803,rdyt8a,aatrox
60803,rdyt8a,ahri
60804,rdyqw0,sion
60805,rdyqkj,aatrox
60805,rdyqkj,ahri
60806,rdyjd2,ahri
60807,rdyj3n,twitch
60808,rdygej,aatrox
60808,rdygej,ahri
60809,rdyg4t,yuumi
60810,rdya8n,ahri
60811,rdy5xi,aatrox
60811,rdy5xi,ahri
60812,rdy5ir,aatrox
60812,rdy5ir,ahri
60813,rdy56z,aatrox
60813,rdy56z,ahri
60814,rdy4qg,aatrox
60814,rdy4qg,ahri
60815,rdy1pk,aatrox
60815,rdy1pk,ahri
60816,rdy0n7,shen
60817,rdy0mi,aatrox
60817,rdy0mi,ahri
60818,rdxtqv,aatrox
60818,rdxtqv,ahri
60819,rdxnq1,aatrox
60819,rdxnq1,ahri
60820,rdxn5n,aatrox
60820,rdxn5n,ahri
60821,rdxmf4,aatrox
60821,rdxmf4,ahri
60822,rdxjae,sona
60822,rdxjae,soraka
60823,rdxhhl,katarina
60823,rdxhhl,malphite
60824,rdxf8t,garen
60825,rdx6tn,aatrox
60825,rdx6tn,ahri
60826,rdwqmf,lulu
60827,rdwpyi,yorick
60828,rdwgt2,aatrox
60828,rdwgt2,ahri
60829,rdwd0l,aatrox
60829,rdwd0l,ahri
60830,rdwaah,vex
60831,rdw94b,miss fortune
60832,rdw7sb,aatrox
60832,rdw7sb,ahri
60833,rdw3fc,viego
60834,rdw1om,aatrox
60834,rdw1om,ahri
60835,rdvzdi,aatrox
60835,rdvzdi,ahri
60836,rdvyea,aatrox
60836,rdvyea,ahri
60837,rdvy9n,caitlyn
60837,rdvy9n,lee sin
60838,rdvu9x,aatrox
60838,rdvu9x,ahri
60839,rdvsz5,aatrox
60839,rdvsz5,ahri
60840,rdvj8q,aatrox
60840,rdvj8q,ahri
60841,rdvg4d,aatrox
60841,rdvg4d,ahri
60842,rdvfia,aatrox
60842,rdvfia,ahri
60843,rdvfdf,bard
60844,rdvabq,garen
60845,rdv7po,aatrox
60845,rdv7po,ahri
60846,rduz9j,taric
60847,rduxt5,aatrox
60847,rduxt5,ahri
60848,rdutrt,aatrox
60848,rdutrt,ahri
60849,rdut00,aatrox
60849,rdut00,ahri
60850,rdupfa,aatrox
60850,rdupfa,ahri
60851,rdui3d,fiora
60851,rdui3d,neeko
60852,rdufh4,aatrox
60852,rdufh4,ahri
60853,rdudwv,janna
60853,rdudwv,lulu
60854,rdubow,aatrox
60854,rdubow,ahri
60855,rdu9ob,aatrox
60855,rdu9ob,ahri
60856,rdu86t,aatrox
60856,rdu86t,ahri
60857,rdu50f,aatrox
60857,rdu50f,ahri
60858,rdu4sr,maokai
60859,rdu4or,rakan
60860,rdu3as,aatrox
60860,rdu3as,ahri
60861,rdtyop,mordekaiser
60861,rdtyop,morgana
60862,rdtr7s,riven
60862,rdtr7s,yuumi
60863,rdtkcd,aatrox
60863,rdtkcd,ahri
60864,rdtemg,singed
60864,rdtemg,yasuo
60865,rdtcv2,aatrox
60865,rdtcv2,ahri
60866,rdt28i,aatrox
60866,rdt28i,ahri
60867,rdsxby,aatrox
60867,rdsxby,ahri
60868,rdsw75,heimerdinger
60869,rdss94,karma
60869,rdss94,sion
60870,rdsg3u,aatrox
60870,rdsg3u,ahri
60871,rdsdiz,yorick
60872,rdsatf,aatrox
60872,rdsatf,ahri
60873,rds4g3,aatrox
60873,rds4g3,ahri
60874,rds1pc,aatrox
60874,rds1pc,ahri
60875,rdryr9,aatrox
60875,rdryr9,ahri
60876,rdrsa4,cho'gath
60876,rdrsa4,miss fortune
60877,rdrrn3,twisted fate
60878,rdrrkr,pantheon
60878,rdrrkr,twisted fate
60879,rdrmri,aurelion sol
60880,rdrmen,aatrox
60880,rdrmen,ahri
60881,rdri8d,aatrox
60881,rdri8d,ahri
60882,rdrfh1,aatrox
60882,rdrfh1,ahri
60883,rdramf,aatrox
60883,rdramf,ahri
60884,rdr765,aatrox
60884,rdr765,ahri
60885,rdr4vq,evelynn
60886,rdr04e,braum
60887,rdqwui,aatrox
60887,rdqwui,ahri
60888,rdqmzy,aatrox
60888,rdqmzy,ahri
60889,rdqmef,xerath
60890,rdqm62,nautilus
60891,rdqi43,aatrox
60891,rdqi43,ahri
60892,rdqcos,aatrox
60892,rdqcos,ahri
60893,rdqagp,nunu and willump
60894,rdq90z,aatrox
60894,rdq90z,ahri
60895,rdq8ss,aatrox
60895,rdq8ss,ahri
60896,rdq614,bard
60897,rdq3b3,aatrox
60897,rdq3b3,ahri
60898,rdpzwx,aatrox
60898,rdpzwx,ahri
60899,rdpu3u,fiddlesticks
60900,rdpm6a,quinn
60900,rdpm6a,viktor
60901,rdpl5z,aatrox
60901,rdpl5z,ahri
60902,rdpi2f,aatrox
60902,rdpi2f,ahri
60903,rdpeoz,aatrox
60903,rdpeoz,ahri
60904,rdpcjt,aatrox
60904,rdpcjt,ahri
60905,rdpavj,urgot
60906,rdp8rq,aatrox
60906,rdp8rq,ahri
60907,rdp4fa,illaoi
60908,rdp3og,master yi
60909,rdovzi,aatrox
60909,rdovzi,ahri
60910,rdot87,ashe
60911,rdossf,aatrox
60911,rdossf,ahri
60912,rdoreq,aatrox
60912,rdoreq,ahri
60913,rdonji,twitch
60914,rdojgf,aatrox
60914,rdojgf,ahri
60915,rdofsp,aatrox
60915,rdofsp,ahri
60916,rdofo7,nami
60916,rdofo7,soraka
60917,rdobui,aatrox
60917,rdobui,ahri
60918,rdo8nz,nasus
60919,rdo7vt,samira
60920,rdo7c9,aatrox
60920,rdo7c9,ahri
60921,rdo6gj,aatrox
60921,rdo6gj,ahri
60922,rdnxdr,aurelion sol
60923,rdntp7,aatrox
60923,rdntp7,ahri
60924,rdn9w2,fiddlesticks
60924,rdn9w2,karthus
60925,rdn4rz,aatrox
60925,rdn4rz,ahri
60926,rdmrpr,janna
60926,rdmrpr,lulu
60927,rdmnve,aatrox
60927,rdmnve,ahri
60928,rdmmnr,aatrox
60928,rdmmnr,ahri
60929,rdmmm4,aatrox
60929,rdmmm4,ahri
60930,rdm86h,aatrox
60930,rdm86h,ahri
60931,rdlxms,aatrox
60931,rdlxms,ahri
60932,rdlrzf,aatrox
60932,rdlrzf,ahri
60933,rdlrsc,lillia
60934,rdlkq2,rek'sai
60935,rdlk2n,aatrox
60935,rdlk2n,ahri
60936,rdlh7x,aatrox
60936,rdlh7x,ahri
60937,rdlfkp,twitch
60938,rdlb4f,aatrox
60938,rdlb4f,ahri
60939,rdl33x,aatrox
60939,rdl33x,ahri
60940,rdl2my,aatrox
60940,rdl2my,ahri
60941,rdkxni,brand
60941,rdkxni,diana
60942,rdkqox,aatrox
60942,rdkqox,ahri
60943,rdkol6,aatrox
60943,rdkol6,ahri
60944,rdkmse,kindred
60945,rdkbbj,kayn
60945,rdkbbj,leblanc
60946,rdk83d,aatrox
60946,rdk83d,ahri
60947,rdk5kw,ashe
60947,rdk5kw,thresh
60948,rdk4oj,aatrox
60948,rdk4oj,ahri
60949,rdk4ju,diana
60949,rdk4ju,kassadin
60950,rdk2o6,volibear
60951,rdjzpu,aatrox
60951,rdjzpu,ahri
60952,rdjsz9,aatrox
60952,rdjsz9,ahri
60953,rdjmmp,aatrox
60953,rdjmmp,ahri
60954,rdjma9,aatrox
60954,rdjma9,ahri
60955,rdjhfk,aatrox
60955,rdjhfk,ahri
60956,rdjf2r,irelia
60956,rdjf2r,lux
60957,rdjeq5,aatrox
60957,rdjeq5,ahri
60958,rdje8p,nunu and willump
60958,rdje8p,soraka
60959,rdjas4,sylas
60959,rdjas4,yasuo
60960,rdj4i5,ashe
60960,rdj4i5,irelia
60961,rdj2ds,aatrox
60961,rdj2ds,ahri
60962,rdiwy9,aatrox
60962,rdiwy9,ahri
60963,rdiphv,aatrox
60963,rdiphv,ahri
60964,rdimzq,jayce
60965,rdidqt,aatrox
60965,rdidqt,ahri
60966,rdidly,aatrox
60966,rdidly,ahri
60967,rdi75x,aatrox
60967,rdi75x,ahri
60968,rdi6rd,akshan
60968,rdi6rd,viego
