,submission_id,topic_champion
42511,qbkgnp,aatrox
42511,qbkgnp,ahri
42512,qbkdj2,gnar
42512,qbkdj2,leblanc
42513,qbkcm1,aatrox
42513,qbkcm1,ahri
42514,qbk91v,aatrox
42514,qbk91v,ahri
42515,qbk87o,aatrox
42515,qbk87o,ahri
42516,qbk5j9,kai'sa
42517,qbjxb2,aatrox
42517,qbjxb2,ahri
42518,qbjv4z,aatrox
42518,qbjv4z,ahri
42519,qbjtw7,lux
42520,qbjqjl,jhin
42521,qbjpth,aatrox
42521,qbjpth,ahri
42522,qbjpgd,aatrox
42522,qbjpgd,ahri
42523,qbjj1g,aatrox
42523,qbjj1g,ahri
42524,qbjio8,aatrox
42524,qbjio8,ahri
42525,qbje82,aatrox
42525,qbje82,ahri
42526,qbje58,aatrox
42526,qbje58,ahri
42527,qbj6zs,aatrox
42527,qbj6zs,ahri
42528,qbj2x1,aatrox
42528,qbj2x1,ahri
42529,qbj0kb,aatrox
42529,qbj0kb,ahri
42530,qbj0ds,kayn
42531,qbiztr,aatrox
42531,qbiztr,ahri
42532,qbiqzr,zed
42533,qbij62,aatrox
42533,qbij62,ahri
42534,qbij5p,qiyana
42535,qbi9lp,aatrox
42535,qbi9lp,ahri
42536,qbi8ej,aatrox
42536,qbi8ej,ahri
42537,qbi72r,aatrox
42537,qbi72r,ahri
42538,qbi4om,aatrox
42538,qbi4om,ahri
42539,qbhw19,pyke
42540,qbhvhd,aatrox
42540,qbhvhd,ahri
42541,qbhv78,aatrox
42541,qbhv78,ahri
42542,qbhqro,viego
42543,qbhlye,soraka
42544,qbhj6g,aatrox
42544,qbhj6g,ahri
42545,qbhesj,yuumi
42546,qbhclm,jarvan iv
42546,qbhclm,kennen
42547,qbha54,aatrox
42547,qbha54,ahri
42548,qbh93q,aatrox
42548,qbh93q,ahri
42549,qbh0yl,master yi
42550,qbgt78,renekton
42551,qbgsze,aatrox
42551,qbgsze,ahri
42552,qbgrbz,aatrox
42552,qbgrbz,ahri
42553,qbgpv7,aatrox
42553,qbgpv7,ahri
42554,qbgk77,aatrox
42554,qbgk77,ahri
42555,qbgh93,aatrox
42555,qbgh93,ahri
42556,qbggtw,kog'maw
42557,qbgd4y,miss fortune
42558,qbgaad,aatrox
42558,qbgaad,ahri
42559,qbg7i3,aatrox
42559,qbg7i3,ahri
42560,qbg7cl,taric
42561,qbg6jq,aatrox
42561,qbg6jq,ahri
42562,qbg5hc,yuumi
42563,qbg57v,aatrox
42563,qbg57v,ahri
42564,qbftmt,aatrox
42564,qbftmt,ahri
42565,qbftlc,jayce
42565,qbftlc,jinx
42566,qbfq6b,cassiopeia
42566,qbfq6b,illaoi
42567,qbfo6m,master yi
42568,qbfh9g,aatrox
42568,qbfh9g,ahri
42569,qbfep8,aatrox
42569,qbfep8,ahri
42570,qbfcyf,aatrox
42570,qbfcyf,ahri
42571,qbfc4e,aatrox
42571,qbfc4e,ahri
42572,qbf6n0,aatrox
42572,qbf6n0,ahri
42573,qbezbg,aatrox
42573,qbezbg,ahri
42574,qbev5o,aatrox
42574,qbev5o,ahri
42575,qbetxp,shyvana
42575,qbetxp,xin zhao
42576,qbet0q,aatrox
42576,qbet0q,ahri
42577,qbesra,aatrox
42577,qbesra,ahri
42578,qbepif,lee sin
42579,qbej5v,aatrox
42579,qbej5v,ahri
42580,qbeikm,aatrox
42580,qbeikm,ahri
42581,qbei0s,aatrox
42581,qbei0s,ahri
42582,qbehu4,twisted fate
42583,qbefys,syndra
42584,qbeds8,blitzcrank
42585,qbebaw,yuumi
42586,qbdyf0,aatrox
42586,qbdyf0,ahri
42587,qbdv3z,aatrox
42587,qbdv3z,ahri
42588,qbdtuz,kennen
42589,qbdqfw,aatrox
42589,qbdqfw,ahri
42590,qbdlaw,aatrox
42590,qbdlaw,ahri
42591,qbdkw1,aatrox
42591,qbdkw1,ahri
42592,qbdfmv,aatrox
42592,qbdfmv,ahri
42593,qbd7qy,blitzcrank
42593,qbd7qy,thresh
42594,qbd6zd,rakan
42595,qbd6z4,kennen
42596,qbd4yw,aatrox
42596,qbd4yw,ahri
42597,qbd0t9,yuumi
42598,qbczri,aatrox
42598,qbczri,ahri
42599,qbcxid,aatrox
42599,qbcxid,ahri
42600,qbcx23,udyr
42601,qbcoho,shaco
42602,qbcmhh,kayn
42603,qbcloa,yuumi
42604,qbckhg,cassiopeia
42604,qbckhg,tahm kench
42605,qbcjq4,aatrox
42605,qbcjq4,ahri
42606,qbci3e,senna
42607,qbcd8v,aatrox
42607,qbcd8v,ahri
42608,qbcaix,aatrox
42608,qbcaix,ahri
42609,qbc9cn,samira
42609,qbc9cn,swain
42610,qbc96c,singed
42611,qbc1p7,yuumi
42612,qbc05p,aatrox
42612,qbc05p,ahri
42613,qbbzyc,aatrox
42613,qbbzyc,ahri
42614,qbbvu9,malzahar
42615,qbbuv1,aatrox
42615,qbbuv1,ahri
42616,qbbuuu,aatrox
42616,qbbuuu,ahri
42617,qbbtmx,jhin
42617,qbbtmx,kai'sa
42618,qbblnk,warwick
42619,qbbimb,aatrox
42619,qbbimb,ahri
42620,qbbhg1,renekton
42621,qbbf1m,aphelios
42621,qbbf1m,yasuo
42622,qbbesn,aatrox
42622,qbbesn,ahri
42623,qbb694,aatrox
42623,qbb694,ahri
42624,qbb5ai,zyra
42625,qbauqv,viego
42626,qbatfd,aatrox
42626,qbatfd,ahri
42627,qbarur,aatrox
42627,qbarur,ahri
42628,qbarim,aatrox
42628,qbarim,ahri
42629,qbar8k,aatrox
42629,qbar8k,ahri
42630,qbaq3o,dr. mundo
42630,qbaq3o,illaoi
42631,qbaixm,aatrox
42631,qbaixm,ahri
42632,qbac91,sona
42633,qbabkf,teemo
42634,qba9lz,aatrox
42634,qba9lz,ahri
42635,qba6cz,miss fortune
42635,qba6cz,nidalee
42636,qba0b3,aatrox
42636,qba0b3,ahri
42637,qb9yso,aatrox
42637,qb9yso,ahri
42638,qb9vg8,udyr
42639,qb9uwm,aatrox
42639,qb9uwm,ahri
42640,qb9sdl,aatrox
42640,qb9sdl,ahri
42641,qb9qei,aatrox
42641,qb9qei,ahri
42642,qb9n9e,aatrox
42642,qb9n9e,ahri
42643,qb9i9n,aatrox
42643,qb9i9n,ahri
42644,qb9f1o,aatrox
42644,qb9f1o,ahri
42645,qb9eo6,aatrox
42645,qb9eo6,ahri
42646,qb9b7q,aatrox
42646,qb9b7q,ahri
42647,qb99d0,aatrox
42647,qb99d0,ahri
42648,qb94sa,aatrox
42648,qb94sa,ahri
42649,qb94cv,aatrox
42649,qb94cv,ahri
42650,qb92qq,aatrox
42650,qb92qq,ahri
42651,qb9069,rengar
42652,qb8yi6,aatrox
42652,qb8yi6,ahri
42653,qb8wuw,akali
42653,qb8wuw,azir
42654,qb8tyc,aatrox
42654,qb8tyc,ahri
42655,qb8l2k,graves
42656,qb8gdg,aatrox
42656,qb8gdg,ahri
42657,qb8fts,yuumi
42658,qb8erd,leblanc
42659,qb8d60,aatrox
42659,qb8d60,ahri
42660,qb8bjl,kindred
42661,qb7xgt,aatrox
42661,qb7xgt,ahri
42662,qb7x87,ezreal
42662,qb7x87,yasuo
42663,qb7wu0,yuumi
42664,qb7upv,aatrox
42664,qb7upv,ahri
42665,qb7sdp,aatrox
42665,qb7sdp,ahri
42666,qb7s79,aatrox
42666,qb7s79,ahri
42667,qb7k18,aatrox
42667,qb7k18,ahri
42668,qb7j7x,aatrox
42668,qb7j7x,ahri
42669,qb7g5u,aatrox
42669,qb7g5u,ahri
42670,qb7csf,miss fortune
42671,qb7cnv,aatrox
42671,qb7cnv,ahri
42672,qb7b7t,aatrox
42672,qb7b7t,ahri
42673,qb79vn,aatrox
42673,qb79vn,ahri
42674,qb77zv,aatrox
42674,qb77zv,ahri
42675,qb75uo,aatrox
42675,qb75uo,ahri
42676,qb74h4,aatrox
42676,qb74h4,ahri
42677,qb6ujz,master yi
42678,qb6ujv,aatrox
42678,qb6ujv,ahri
42679,qb6qd7,kha'zix
42680,qb6px5,aatrox
42680,qb6px5,ahri
42681,qb6p9i,aatrox
42681,qb6p9i,ahri
42682,qb6n29,aatrox
42682,qb6n29,ahri
42683,qb6cpl,viego
42684,qb6ced,aatrox
42684,qb6ced,ahri
42685,qb68j1,akali
42686,qb6460,aatrox
42686,qb6460,ahri
42687,qb60zd,aatrox
42687,qb60zd,ahri
42688,qb5wl4,aatrox
42688,qb5wl4,ahri
42689,qb5vqr,quinn
42690,qb5tln,aatrox
42690,qb5tln,ahri
42691,qb5ht7,master yi
42692,qb5h1i,aatrox
42692,qb5h1i,ahri
42693,qb5gpt,aatrox
42693,qb5gpt,ahri
42694,qb5cbi,aatrox
42694,qb5cbi,ahri
42695,qb5bul,aatrox
42695,qb5bul,ahri
42696,qb506l,garen
42697,qb4n40,aatrox
42697,qb4n40,ahri
42698,qb4g8o,aatrox
42698,qb4g8o,ahri
42699,qb40be,aatrox
42699,qb40be,ahri
42700,qb3yj5,aatrox
42700,qb3yj5,ahri
42701,qb3w5o,aatrox
42701,qb3w5o,ahri
42702,qb3w3o,aatrox
42702,qb3w3o,ahri
42703,qb3vbw,miss fortune
42704,qb3v1e,aatrox
42704,qb3v1e,ahri
42705,qb3u6l,yuumi
42706,qb3u4i,aatrox
42706,qb3u4i,ahri
42707,qb3rva,garen
42708,qb3rbc,teemo
42709,qb3plj,master yi
42709,qb3plj,miss fortune
42710,qb3l3f,aatrox
42710,qb3l3f,ahri
42711,qb3f17,graves
42712,qb3cu4,aatrox
42712,qb3cu4,ahri
42713,qb3br1,aatrox
42713,qb3br1,ahri
42714,qb363f,aatrox
42714,qb363f,ahri
42715,qb331f,lux
42715,qb331f,vayne
42716,qb31rh,aatrox
42716,qb31rh,ahri
42717,qb30pl,aatrox
42717,qb30pl,ahri
42718,qb30l1,aatrox
42718,qb30l1,ahri
42719,qb2t70,aatrox
42719,qb2t70,ahri
42720,qb2r5y,aatrox
42720,qb2r5y,ahri
42721,qb2iu0,aatrox
42721,qb2iu0,ahri
42722,qb2hhr,aatrox
42722,qb2hhr,ahri
42723,qb2fsh,aatrox
42723,qb2fsh,ahri
42724,qb2fs8,aatrox
42724,qb2fs8,ahri
42725,qb2f1z,miss fortune
42726,qb2ew3,aatrox
42726,qb2ew3,ahri
42727,qb27zs,orianna
42728,qb273w,twisted fate
42729,qb26s6,aatrox
42729,qb26s6,ahri
42730,qb1t3e,kayn
42731,qb1ruq,aatrox
42731,qb1ruq,ahri
42732,qb1q76,aatrox
42732,qb1q76,ahri
42733,qb1n40,aatrox
42733,qb1n40,ahri
42734,qb1hss,sett
42734,qb1hss,yasuo
42735,qb19qn,aatrox
42735,qb19qn,ahri
42736,qb12wh,miss fortune
42737,qb0xs7,aatrox
42737,qb0xs7,ahri
42738,qb0wbd,aatrox
42738,qb0wbd,ahri
42739,qb0sl5,aatrox
42739,qb0sl5,ahri
42740,qb0rye,aatrox
42740,qb0rye,ahri
42741,qb0ms0,seraphine
42742,qb0gnq,aatrox
42742,qb0gnq,ahri
42743,qb0g6q,aatrox
42743,qb0g6q,ahri
42744,qb0fsp,fiddlesticks
42745,qb0fbb,sett
42746,qb0dgn,aatrox
42746,qb0dgn,ahri
42747,qb0ck2,aatrox
42747,qb0ck2,ahri
42748,qb0b4l,aatrox
42748,qb0b4l,ahri
42749,qb06u5,seraphine
42750,qb06da,aatrox
42750,qb06da,ahri
42751,qb05nv,darius
42752,qb0250,kindred
42753,qb01ui,yasuo
42754,qb00ao,braum
42755,qb0028,aatrox
42755,qb0028,ahri
42756,qazzln,aurelion sol
42757,qazxwo,braum
42757,qazxwo,sett
42758,qazsr3,aatrox
42758,qazsr3,ahri
42759,qazrr9,aatrox
42759,qazrr9,ahri
42760,qazr2j,aatrox
42760,qazr2j,ahri
42761,qazqav,aatrox
42761,qazqav,ahri
42762,qazmlt,aatrox
42762,qazmlt,ahri
42763,qazkwy,aatrox
42763,qazkwy,ahri
42764,qazi01,aatrox
42764,qazi01,ahri
42765,qazhi7,aatrox
42765,qazhi7,ahri
42766,qazh7c,nasus
42767,qazapu,aatrox
42767,qazapu,ahri
42768,qaz926,aatrox
42768,qaz926,ahri
42769,qayv1b,aatrox
42769,qayv1b,ahri
42770,qaym6f,aatrox
42770,qaym6f,ahri
42771,qayiem,graves
42772,qaydxj,aatrox
42772,qaydxj,ahri
42773,qay1v3,aatrox
42773,qay1v3,ahri
42774,qaxqz6,ezreal
42774,qaxqz6,talon
42775,qaxkz9,aatrox
42775,qaxkz9,ahri
42776,qaxfz6,braum
42777,qaxbop,aatrox
42777,qaxbop,ahri
42778,qaxae2,aatrox
42778,qaxae2,ahri
42779,qaxa5i,aatrox
42779,qaxa5i,ahri
42780,qax4gu,aatrox
42780,qax4gu,ahri
42781,qax4bi,aatrox
42781,qax4bi,ahri
42782,qawyi8,aatrox
42782,qawyi8,ahri
42783,qawwey,aatrox
42783,qawwey,ahri
42784,qawuz1,miss fortune
42785,qawug1,aatrox
42785,qawug1,ahri
42786,qawtno,aatrox
42786,qawtno,ahri
42787,qawtfq,aatrox
42787,qawtfq,ahri
42788,qawr53,seraphine
42789,qawqen,aatrox
42789,qawqen,ahri
42790,qawmds,aatrox
42790,qawmds,ahri
42791,qawki3,sona
42792,qawigg,ezreal
42793,qawdfq,aatrox
42793,qawdfq,ahri
42794,qawb17,aatrox
42794,qawb17,ahri
42795,qaw9q2,aatrox
42795,qaw9q2,ahri
42796,qaw6lc,gangplank
42797,qaw5yl,aatrox
42797,qaw5yl,ahri
42798,qaw5ns,twitch
42799,qaw5mx,aatrox
42799,qaw5mx,ahri
42800,qaw56f,aatrox
42800,qaw56f,ahri
42801,qaw3ut,nautilus
42801,qaw3ut,yone
42802,qaw3gq,aatrox
42802,qaw3gq,ahri
42803,qaw2zr,aatrox
42803,qaw2zr,ahri
42804,qaw0j1,aatrox
42804,qaw0j1,ahri
42805,qavzam,aatrox
42805,qavzam,ahri
42806,qavyuv,aatrox
42806,qavyuv,ahri
42807,qavx1s,aatrox
42807,qavx1s,ahri
42808,qavvlu,aatrox
42808,qavvlu,ahri
42809,qavu7c,aatrox
42809,qavu7c,ahri
42810,qavt5b,aatrox
42810,qavt5b,ahri
42811,qavsol,aatrox
42811,qavsol,ahri
42812,qavseg,aatrox
42812,qavseg,ahri
42813,qavs7t,aatrox
42813,qavs7t,ahri
42814,qavq6k,aatrox
42814,qavq6k,ahri
42815,qavpvq,aatrox
42815,qavpvq,ahri
42816,qavpsq,aatrox
42816,qavpsq,ahri
42817,qavpht,aatrox
42817,qavpht,ahri
42818,qavlyy,aatrox
42818,qavlyy,ahri
42819,qavlh5,aatrox
42819,qavlh5,ahri
42820,qavkzv,aatrox
42820,qavkzv,ahri
42821,qavkry,akali
42822,qavj76,aatrox
42822,qavj76,ahri
42823,qavj6g,aatrox
42823,qavj6g,ahri
42824,qavi9b,aatrox
42824,qavi9b,ahri
42825,qavi58,aatrox
42825,qavi58,ahri
42826,qavg5c,aatrox
42826,qavg5c,ahri
42827,qaveuh,aatrox
42827,qaveuh,ahri
42828,qavel0,aatrox
42828,qavel0,ahri
42829,qavdz2,aatrox
42829,qavdz2,ahri
42830,qavdm3,twisted fate
42831,qavd1w,aatrox
42831,qavd1w,ahri
42832,qavcvj,aatrox
42832,qavcvj,ahri
42833,qavcej,ezreal
42834,qavb6d,aatrox
42834,qavb6d,ahri
42835,qavahb,aatrox
42835,qavahb,ahri
42836,qava73,qiyana
42837,qav9it,katarina
42838,qav8yn,aatrox
42838,qav8yn,ahri
42839,qav8uy,miss fortune
42840,qav5iv,aatrox
42840,qav5iv,ahri
42841,qav53d,gangplank
42841,qav53d,maokai
42842,qav51l,aatrox
42842,qav51l,ahri
42843,qav4dm,aatrox
42843,qav4dm,ahri
42844,qav3qa,aatrox
42844,qav3qa,ahri
42845,qav2mz,yuumi
42846,qauo7s,caitlyn
42846,qauo7s,vi
42847,qaum3w,aatrox
42847,qaum3w,ahri
42848,qaulz4,aatrox
42848,qaulz4,ahri
42849,qaulmh,aatrox
42849,qaulmh,ahri
42850,qaul3i,aatrox
42850,qaul3i,ahri
42851,qauiui,aatrox
42851,qauiui,ahri
42852,qauioc,kassadin
42853,qauim5,aatrox
42853,qauim5,ahri
42854,qau88v,aatrox
42854,qau88v,ahri
42855,qau7nd,aatrox
42855,qau7nd,ahri
42856,qau2mb,aatrox
42856,qau2mb,ahri
42857,qau296,annie
42858,qau1rt,aatrox
42858,qau1rt,ahri
42859,qatx7y,aatrox
42859,qatx7y,ahri
42860,qatvtd,aatrox
42860,qatvtd,ahri
42861,qatv65,aatrox
42861,qatv65,ahri
42862,qatsfn,aatrox
42862,qatsfn,ahri
42863,qatrbe,aatrox
42863,qatrbe,ahri
42864,qatque,aatrox
42864,qatque,ahri
42865,qatopw,aatrox
42865,qatopw,ahri
42866,qatnt5,aatrox
42866,qatnt5,ahri
42867,qatmh3,aatrox
42867,qatmh3,ahri
42868,qatm03,aatrox
42868,qatm03,ahri
42869,qatkrx,ashe
42870,qatkor,jinx
42871,qatjrj,aatrox
42871,qatjrj,ahri
42872,qatjjo,aatrox
42872,qatjjo,ahri
42873,qatilk,miss fortune
42873,qatilk,viego
42874,qati2m,ezreal
42875,qatdvy,aatrox
42875,qatdvy,ahri
42876,qataoa,aatrox
42876,qataoa,ahri
42877,qata08,swain
42878,qat4uw,aatrox
42878,qat4uw,ahri
42879,qat1lh,viego
42880,qaswbr,aatrox
42880,qaswbr,ahri
42881,qastik,aatrox
42881,qastik,ahri
42882,qass4t,aatrox
42882,qass4t,ahri
42883,qasrhl,aatrox
42883,qasrhl,ahri
42884,qasqby,aatrox
42884,qasqby,ahri
42885,qaspf2,aatrox
42885,qaspf2,ahri
42886,qasp6v,ezreal
42887,qasooj,aatrox
42887,qasooj,ahri
42888,qaslug,aatrox
42888,qaslug,ahri
42889,qaskev,aatrox
42889,qaskev,ahri
42890,qasi7a,aatrox
42890,qasi7a,ahri
42891,qasghn,aatrox
42891,qasghn,ahri
42892,qasgcz,aatrox
42892,qasgcz,ahri
42893,qasf3e,aatrox
42893,qasf3e,ahri
42894,qasex4,aatrox
42894,qasex4,ahri
42895,qaserd,aatrox
42895,qaserd,ahri
42896,qascsx,aatrox
42896,qascsx,ahri
42897,qascgu,aatrox
42897,qascgu,ahri
42898,qascbm,aatrox
42898,qascbm,ahri
42899,qasa9s,aatrox
42899,qasa9s,ahri
42900,qas7zg,syndra
42900,qas7zg,zoe
42901,qas4da,aatrox
42901,qas4da,ahri
42902,qas468,aatrox
42902,qas468,ahri
42903,qas3uy,aatrox
42903,qas3uy,ahri
42904,qas2lz,aatrox
42904,qas2lz,ahri
42905,qas07w,fiora
42905,qas07w,lucian
42906,qaryoe,yuumi
42907,qarvfj,aatrox
42907,qarvfj,ahri
42908,qaru0m,aatrox
42908,qaru0m,ahri
42909,qartx8,yuumi
42910,qartl4,aatrox
42910,qartl4,ahri
42911,qarp1j,aatrox
42911,qarp1j,ahri
42912,qarnd1,aatrox
42912,qarnd1,ahri
42913,qarhly,aatrox
42913,qarhly,ahri
42914,qar6fw,aatrox
42914,qar6fw,ahri
42915,qar492,aatrox
42915,qar492,ahri
42916,qar40c,miss fortune
42917,qar3p2,aatrox
42917,qar3p2,ahri
42918,qar3gm,qiyana
42919,qar157,aatrox
42919,qar157,ahri
42920,qar0rv,aatrox
42920,qar0rv,ahri
42921,qaqyqt,aatrox
42921,qaqyqt,ahri
42922,qaquv0,aatrox
42922,qaquv0,ahri
42923,qaqrio,poppy
42923,qaqrio,trundle
42924,qaqq5g,aatrox
42924,qaqq5g,ahri
42925,qaqnlx,poppy
42926,qaqmka,aatrox
42926,qaqmka,ahri
42927,qaqmen,lux
42927,qaqmen,pantheon
42928,qaqm6u,aphelios
42929,qaqi3z,aatrox
42929,qaqi3z,ahri
42930,qaqgok,miss fortune
42931,qaqfof,lucian
42932,qaqcj3,aatrox
42932,qaqcj3,ahri
42933,qaq9gw,aatrox
42933,qaq9gw,ahri
42934,qaq949,aatrox
42934,qaq949,ahri
42935,qaq8zw,aatrox
42935,qaq8zw,ahri
42936,qaq68g,aatrox
42936,qaq68g,ahri
42937,qaq4d3,aatrox
42937,qaq4d3,ahri
42938,qaq3rz,jinx
42939,qaq3k7,aatrox
42939,qaq3k7,ahri
42940,qaq0vv,yuumi
42941,qaq04k,aatrox
42941,qaq04k,ahri
42942,qaq034,aatrox
42942,qaq034,ahri
42943,qapx28,aatrox
42943,qapx28,ahri
42944,qapvz8,aatrox
42944,qapvz8,ahri
42945,qapu68,aatrox
42945,qapu68,ahri
42946,qapt35,aatrox
42946,qapt35,ahri
42947,qapq8m,aatrox
42947,qapq8m,ahri
42948,qappnw,aatrox
42948,qappnw,ahri
42949,qapm12,aatrox
42949,qapm12,ahri
42950,qapjpj,aatrox
42950,qapjpj,ahri
42951,qapjac,thresh
42952,qapgh5,syndra
42953,qaoa3o,jarvan iv
42954,qao8xh,aatrox
42954,qao8xh,ahri
42955,qao3o2,aatrox
42955,qao3o2,ahri
42956,qao1ft,jarvan iv
42957,qao1fl,aatrox
42957,qao1fl,ahri
42958,qanxx2,aatrox
42958,qanxx2,ahri
42959,qanxn0,zoe
42960,qanw2m,aatrox
42960,qanw2m,ahri
42961,qanu95,aatrox
42961,qanu95,ahri
42962,qanr5z,malphite
42963,qanjtf,aatrox
42963,qanjtf,ahri
42964,qanh7r,aatrox
42964,qanh7r,ahri
42965,qanh1g,malphite
42965,qanh1g,tahm kench
42966,qanfwn,aatrox
42966,qanfwn,ahri
42967,qanfhi,aatrox
42967,qanfhi,ahri
42968,qanb6t,aatrox
42968,qanb6t,ahri
42969,qana11,aatrox
42969,qana11,ahri
42970,qan9vc,aatrox
42970,qan9vc,ahri
42971,qan5m0,aatrox
42971,qan5m0,ahri
42972,qan2yr,aatrox
42972,qan2yr,ahri
42973,qan17g,fiora
42974,qamz6v,fiora
42975,qamygc,aatrox
42975,qamygc,ahri
42976,qamxwg,aatrox
42976,qamxwg,ahri
42977,qamxqb,aatrox
42977,qamxqb,ahri
42978,qamuzb,poppy
42979,qamsls,aatrox
42979,qamsls,ahri
42980,qamrvi,sett
42980,qamrvi,vex
42981,qamplj,aatrox
42981,qamplj,ahri
42982,qampi8,aatrox
42982,qampi8,ahri
42983,qamoxu,fiora
42984,qamkjj,aatrox
42984,qamkjj,ahri
42985,qamg0y,aatrox
42985,qamg0y,ahri
42986,qam70c,aatrox
42986,qam70c,ahri
42987,qam6lo,aatrox
42987,qam6lo,ahri
42988,qam4fu,aatrox
42988,qam4fu,ahri
42989,qam0qg,twitch
42990,qam0oz,aatrox
42990,qam0oz,ahri
42991,qam006,malphite
42992,qalzls,jayce
42993,qalmba,lux
42994,qalhcp,aatrox
42994,qalhcp,ahri
42995,qalcbm,udyr
42996,qalbmt,aatrox
42996,qalbmt,ahri
42997,qal9dv,katarina
42998,qal4ra,aatrox
42998,qal4ra,ahri
42999,qal4r9,aatrox
42999,qal4r9,ahri
43000,qal46e,azir
43001,qal18f,samira
43002,qaku6o,aatrox
43002,qaku6o,ahri
43003,qaks0v,swain
43003,qaks0v,syndra
43004,qakqqj,fiora
43005,qakpak,aatrox
43005,qakpak,ahri
43006,qaknnf,aatrox
43006,qaknnf,ahri
43007,qakmxt,aatrox
43007,qakmxt,ahri
43008,qak8xt,aatrox
43008,qak8xt,ahri
43009,qak4a7,aatrox
43009,qak4a7,ahri
43010,qak49a,twisted fate
43011,qak3k1,aatrox
43011,qak3k1,ahri
43012,qak0yp,aatrox
43012,qak0yp,ahri
43013,qajs6q,aatrox
43013,qajs6q,ahri
43014,qajqna,jhin
43014,qajqna,morgana
43015,qajp08,aatrox
43015,qajp08,ahri
43016,qajozd,illaoi
43017,qajlv5,lee sin
43018,qajeol,aatrox
43018,qajeol,ahri
43019,qaje4c,aatrox
43019,qaje4c,ahri
43020,qajalw,teemo
43021,qaja42,aatrox
43021,qaja42,ahri
43022,qaj8cl,aatrox
43022,qaj8cl,ahri
43023,qaj4sz,jarvan iv
43023,qaj4sz,jayce
43024,qaj1px,aatrox
43024,qaj1px,ahri
43025,qaiz1u,yorick
43026,qaix1h,aatrox
43026,qaix1h,ahri
43027,qaiwky,aatrox
43027,qaiwky,ahri
43028,qaitky,aatrox
43028,qaitky,ahri
43029,qaisg3,aatrox
43029,qaisg3,ahri
43030,qair26,miss fortune
43030,qair26,yone
43031,qaiq81,aatrox
43031,qaiq81,ahri
43032,qaiq1m,aatrox
43032,qaiq1m,ahri
43033,qaiovt,aatrox
43033,qaiovt,ahri
43034,qailka,aatrox
43034,qailka,ahri
43035,qaijuz,brand
43035,qaijuz,soraka
43036,qaialk,ashe
43037,qaia4b,garen
43038,qai7fm,aatrox
43038,qai7fm,ahri
43039,qai4f0,aatrox
43039,qai4f0,ahri
43040,qai4b7,aatrox
43040,qai4b7,ahri
43041,qai24o,lux
43042,qahvfs,lux
43043,qahul8,kayn
43044,qahrvl,aatrox
43044,qahrvl,ahri
43045,qahpvz,fiddlesticks
43045,qahpvz,kayn
43046,qahopb,graves
43047,qahlyk,aatrox
43047,qahlyk,ahri
43048,qah12a,draven
43048,qah12a,orianna
43049,qagzkr,teemo
43050,qagywb,nidalee
43050,qagywb,veigar
43051,qagwns,aatrox
43051,qagwns,ahri
43052,qagvbd,aatrox
43052,qagvbd,ahri
43053,qagtn5,aphelios
43054,qagpda,aatrox
43054,qagpda,ahri
43055,qagn62,kennen
43056,qagmtr,aatrox
43056,qagmtr,ahri
43057,qagjms,aatrox
43057,qagjms,ahri
43058,qaghcb,aatrox
43058,qaghcb,ahri
43059,qagcb1,aatrox
43059,qagcb1,ahri
43060,qag5om,aatrox
43060,qag5om,ahri
43061,qag3br,kayn
43062,qag0mk,aatrox
43062,qag0mk,ahri
43063,qafxwg,aatrox
43063,qafxwg,ahri
43064,qafxms,aatrox
43064,qafxms,ahri
43065,qafnpm,aatrox
43065,qafnpm,ahri
43066,qafmnj,aatrox
43066,qafmnj,ahri
43067,qafbry,twisted fate
43067,qafbry,warwick
43068,qaf7vz,aatrox
43068,qaf7vz,ahri
43069,qaf6kl,yasuo
43070,qaf24e,alistar
43071,qaewu2,kayn
43072,qaet29,aatrox
43072,qaet29,ahri
43073,qaeqd6,brand
43073,qaeqd6,master yi
43074,qaeqas,pyke
43074,qaeqas,taliyah
43075,qaeq56,aatrox
43075,qaeq56,ahri
43076,qaemen,aatrox
43076,qaemen,ahri
43077,qaemai,aatrox
43077,qaemai,ahri
43078,qae88m,aatrox
43078,qae88m,ahri
43079,qae591,aatrox
43079,qae591,ahri
43080,qae4z7,aatrox
43080,qae4z7,ahri
43081,qae4oe,seraphine
43082,qady3w,veigar
43082,qady3w,volibear
43083,qaduut,aatrox
43083,qaduut,ahri
43084,qadul8,aatrox
43084,qadul8,ahri
43085,qadlmj,aatrox
43085,qadlmj,ahri
43086,qadim4,miss fortune
43087,qadgs1,aatrox
43087,qadgs1,ahri
43088,qadfef,aatrox
43088,qadfef,ahri
43089,qadf67,kayn
43089,qadf67,volibear
43090,qaddr9,aatrox
43090,qaddr9,ahri
43091,qadbuq,aatrox
43091,qadbuq,ahri
43092,qadb9b,caitlyn
43092,qadb9b,morgana
43093,qad9or,nautilus
43094,qad8fx,aatrox
43094,qad8fx,ahri
43095,qad7xb,aatrox
43095,qad7xb,ahri
43096,qad3nf,aurelion sol
43097,qad20z,aatrox
43097,qad20z,ahri
43098,qad1gk,aatrox
43098,qad1gk,ahri
43099,qad0yc,aatrox
43099,qad0yc,ahri
43100,qad0mx,tristana
43101,qacurw,aatrox
43101,qacurw,ahri
43102,qacu92,aatrox
43102,qacu92,ahri
43103,qacqus,jhin
43104,qacq8a,aatrox
43104,qacq8a,ahri
43105,qacprn,aatrox
